Virus GENBANK accession,Realm,Kingdom,Phylum,Class,Order,Family,Genus,Species
BK013686,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Rodtovirus,Rodtovirus pelovivens
CASDWV010003185,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Rydonovirus,Rydonovirus arvicola
CASDWV010001728,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Rydonovirus,Rydonovirus chthonocola
CASDWV010001495,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Rydonovirus,Rydonovirus geovivens
CASDWV010003159,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Rydonovirus,Rydonovirus limivicinum
MZ679576,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Rydonovirus,Rydonovirus montiscola
CASDWV010004564,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Rydonovirus,Rydonovirus tellurenecus
CASDWV010001251,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Rydonovirus,Rydonovirus tellurivicinum
MZ679816,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Sahlfavirus,Sahlfavirus nemorisadaptatum
CASDWV010003776,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Sderotavirus,Sderotavirus choradaptatum
CASDWV010001486,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Sderotavirus,Sderotavirus lutenecus
CASDWV010000421,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Sderotavirus,Sderotavirus pelocola
CASDWV010003906,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Sdrodtuvirus,Sdrodtuvirus arvivicinum
CASDWV010001855,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Sehcuvirus,Sehcuvirus messivicinum
CASDWV010004568,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Sempoevirus,Sempoevirus messivivens
MZ679579,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Setdovirus,Setdovirus faecicola
MZ679803,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Shiltuvirus,Shiltuvirus faecivicinum
CASDWV010002754,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Shrewlevirus,Shrewlevirus lutivivens
BK013439,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Sidiruavirus,Sidiruavirus agrenecus
BK013666,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Sperdavirus,Sperdavirus luticola
BK013678,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Stehnavirus,Stehnavirus lutivicinum
CASDWV010000209,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Stehnavirus,Stehnavirus terricola
CASDWV010000457,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Stonedovirus,Stonedovirus messivicinum
CASDWV010002219,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Stonedovirus,Stonedovirus solenecus
BK013927,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Strehtovirus,Strehtovirus chthonocola
BK013452,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Strehtovirus,Strehtovirus geoenecus
BK013792,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Strehtovirus,Strehtovirus solivicinum
CASDWV010003788,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Strotuvirus,Strotuvirus chorenecus
MZ679575,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Studlivirus,Studlivirus faecadaptatum
BK013821,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Suhnsivirus,Suhnsivirus arvicola
CASDWV010004790,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Suhnsivirus,Suhnsivirus humadaptatum
BK013748,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Suhnsivirus,Suhnsivirus lutivivens
MZ679720,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Suhnsivirus,Suhnsivirus montiscola
BK013806,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Surghavirus,Surghavirus arvenecus
BK013772,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Surghavirus,Surghavirus arvihabitans
BK013747,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Tamanovirus,Tamanovirus pelenecus
BK014023,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Tehmuvirus,Tehmuvirus arvivivens
CASDWV010000297,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Tehnicivirus,Tehnicivirus chorovivens
BK013980,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Tehnicivirus,Tehnicivirus edaphenecus
CASDWV010004354,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Tehnicivirus,Tehnicivirus edaphovicinum
CASDWV010000063,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Tehnicivirus,Tehnicivirus geovivens
CASDWV010003215,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Tehnicivirus,Tehnicivirus limivivens
CASDWV010003188,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Tehnicivirus,Tehnicivirus segetihabitans
CASDWV010004215,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Tehnicivirus,Tehnicivirus terrenecus
BK013473,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Thehlovirus,Thehlovirus edaphovicinum
CASDWV010002937,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Thuhrlavirus,Thuhrlavirus arvicola
CASDWV010003108,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Tikiyavirus,Tikiyavirus agricola
MZ679770,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Tikiyavirus,Tikiyavirus allofaecadaptatum
MZ679713,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Tikiyavirus,Tikiyavirus allofaecicola
MZ679804,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Tikiyavirus,Tikiyavirus allofaecivicinum
BK014189,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Tikiyavirus,Tikiyavirus asiovivens
BK013540,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Tikiyavirus,Tikiyavirus chthonadaptatum
BK013790,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Tikiyavirus,Tikiyavirus chthonenecus
BK013917,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Tikiyavirus,Tikiyavirus chthonocola
BK013466,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Tikiyavirus,Tikiyavirus chthonohabitans
BK013926,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Tikiyavirus,Tikiyavirus chthonovicinum
BK013969,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Tikiyavirus,Tikiyavirus chthonovivens
CASDWV010002046,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Tikiyavirus,Tikiyavirus edaphenecus
MZ679644,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Tikiyavirus,Tikiyavirus faecadaptatum
MZ679700,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Tikiyavirus,Tikiyavirus faecivicinum
MZ679611,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Tikiyavirus,Tikiyavirus faecivivens
BK013553,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Tikiyavirus,Tikiyavirus geoadaptatum
BK013546,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Tikiyavirus,Tikiyavirus geocola
BK013477,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Tikiyavirus,Tikiyavirus geoenecus
BK013889,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Tikiyavirus,Tikiyavirus geohabitans
BK013407,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Tikiyavirus,Tikiyavirus geovicinum
BK013561,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Tikiyavirus,Tikiyavirus geovivens
CASDWV010002394,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Tikiyavirus,Tikiyavirus humicola
CASDWV010004820,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Tikiyavirus,Tikiyavirus lutenecus
CASDWV010003581,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Tikiyavirus,Tikiyavirus lutihabitans
MZ679726,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Tikiyavirus,Tikiyavirus montisadaptatum
MZ679564,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Tikiyavirus,Tikiyavirus montishabitans
MZ679734,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Tikiyavirus,Tikiyavirus montisvivens
MZ679605,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Tikiyavirus,Tikiyavirus nemorisenecus
CASDWV010003280,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Tikiyavirus,Tikiyavirus pedovicinum
CASDWV010000036,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Tikiyavirus,Tikiyavirus pelovicinum
BK013811,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Tikiyavirus,Tikiyavirus soladaptatum
BK013947,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Tikiyavirus,Tikiyavirus solenecus
BK013989,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Tikiyavirus,Tikiyavirus solicola
BK013931,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Tikiyavirus,Tikiyavirus solihabitans
BK013570,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Tikiyavirus,Tikiyavirus solivicinum
BK013786,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Tikiyavirus,Tikiyavirus solivivens
BK013523,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Tikiyavirus,Tikiyavirus telluradaptatum
CASDWV010000923,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Tikiyavirus,Tikiyavirus terrivicinum
BK014122,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Timirovirus,Timirovirus borboradaptatum
BK013737,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Tsuhreavirus,Tsuhreavirus borborovivens
CASDWV010000206,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Tuskovirus,Tuskovirus asiocola
BK014120,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Tuskovirus,Tuskovirus caenadaptatum
CASDWV010003959,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Tuskovirus,Tuskovirus solivivens
BK013639,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Tuwendivirus,Tuwendivirus caenenecus
MZ679773,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Tuwendivirus,Tuwendivirus faecivivens
MZ679680,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Ulenhavirus,Ulenhavirus nemorishabitans
BK013831,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Vindevirus,Vindevirus pedovicinum
CASDWV010000918,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Wahlkavirus,Wahlkavirus segetivivens
CASDWV010003897,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Wahlkavirus,Wahlkavirus tellurihabitans
CASDWV010003222,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Wahspovirus,Wahspovirus arvenecus
MZ679567,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Wahspovirus,Wahspovirus faecivivens
CASDWV010001400,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Wahspovirus,Wahspovirus messadaptatum
MZ679498,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Wahspovirus,Wahspovirus montisenecus
CASDWV010001477,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Watorgevirus,Watorgevirus pedovicinum
CASDWV010002657,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Wehlevirus,Wehlevirus limadaptatum
CASDWV010003812,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Wesdanuvirus,Wesdanuvirus arvenecus
CASDWV010000845,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Westonuvirus,Westonuvirus agrivicinum
MZ679497,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Whadcovirus,Whadcovirus faecenecus
MZ679636,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Whidchuvirus,Whidchuvirus faecihabitans
CASDWV010004218,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Whudnevirus,Whudnevirus arvivivens
CASDWV010001666,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Wibpevirus,Wibpevirus agrenecus
CASDWV010004864,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Wibpevirus,Wibpevirus agricola
CASDWV010001645,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Wibpevirus,Wibpevirus agrivicinum
CASDWV010004714,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Wibpevirus,Wibpevirus arvadaptatum
CASDWV010004498,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Wibpevirus,Wibpevirus asiocola
CASDWV010002799,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Wibpevirus,Wibpevirus asiovicinum
CASDWV010002170,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Wibpevirus,Wibpevirus chorenecus
CASDWV010001923,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Wibpevirus,Wibpevirus geohabitans
CASDWV010001751,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Wibpevirus,Wibpevirus humihabitans
CASDWV010003310,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Wibpevirus,Wibpevirus pedohabitans
CASDWV010002117,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Wibpevirus,Wibpevirus pedovicinum
CASDWV010000197,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Wibpevirus,Wibpevirus segetivicinum
CASDWV010000255,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Wibpevirus,Wibpevirus tellurihabitans
CASDWV010002064,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Wibpevirus,Wibpevirus tellurivicinum
CASDWV010001795,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Wibpevirus,Wibpevirus terradaptatum
BK013654,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Widsokivirus,Widsokivirus pelovivens
CASDWV010003530,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Wilfovirus,Wilfovirus arvenecus
CASDWV010003417,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Wirwovirus,Wirwovirus chorocola
CASDWV010002615,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Wixfovirus,Wixfovirus caenivivens
CASDWV010001474,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Wohodivirus,Wohodivirus caenihabitans
CASDWV010003416,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Wohrmlevirus,Wohrmlevirus soladaptatum
CASDWV010003593,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Wohtavirus,Wohtavirus edaphovicinum
MW648448,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Wolvivirus,Wolvivirus vitiscola
MZ679745,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Wruxavirus,Wruxavirus allofaecicola
MZ679718,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Wruxavirus,Wruxavirus allonemorishabitans
MZ679547,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Wruxavirus,Wruxavirus humenecus
CASDWV010000854,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Wundevirus,Wundevirus agrihabitans
MZ679690,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Wushavirus,Wushavirus faecivicinum
CASDWV010001259,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Wushavirus,Wushavirus limicola
MZ679494,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Yeziwivirus,Yeziwivirus allofaecadaptatum
MZ679812,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Yeziwivirus,Yeziwivirus allofaecenecus
MZ679681,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Yeziwivirus,Yeziwivirus allofaecicola
MZ679472,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Yeziwivirus,Yeziwivirus allofaecihabitans
MZ679523,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Yeziwivirus,Yeziwivirus allofaecivicinum
MZ679552,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Yeziwivirus,Yeziwivirus allofaecivivens
CASDWV010003271,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Yeziwivirus,Yeziwivirus asiovicinum
BK014194,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Yeziwivirus,Yeziwivirus borborenecus
MZ679672,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Yeziwivirus,Yeziwivirus faecadaptatum
MZ679490,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Yeziwivirus,Yeziwivirus faecenecus
MZ680331,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Yeziwivirus,Yeziwivirus faecicola
MZ679496,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Yeziwivirus,Yeziwivirus faecihabitans
MZ679671,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Yeziwivirus,Yeziwivirus faecivicinum
MZ679555,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Yeziwivirus,Yeziwivirus faecivivens
MZ679465,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Yeziwivirus,Yeziwivirus fundadaptatum
CASDWV010004339,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Yeziwivirus,Yeziwivirus humadaptatum
BK013723,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Yeziwivirus,Yeziwivirus lutenecus
MZ679663,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Yeziwivirus,Yeziwivirus montisadaptatum
CASDWV010005042,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Yeziwivirus,Yeziwivirus pelenecus
CASDWV010003020,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Yeziwivirus,Yeziwivirus pelovivens
CASDWV010002395,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Yeziwivirus,Yeziwivirus soladaptatum
CASDWV010003010,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Yeziwivirus,Yeziwivirus solicola
CASDWV010004810,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Yeziwivirus,Yeziwivirus terricola
CASDWV010000135,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,,,Grandbuvirus,Grandbuvirus radicivivens
MZ099574,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,,,Mahrahovirus,Mahrahovirus faecivivens
KT462700,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,,,Mahrahovirus,Mahrahovirus simiicola
BK013744,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,,,Nicedsevirus,Nicedsevirus caenivivens
CASDWV010004474,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,,,Nordovirus,Nordovirus asienecus
CASDWV010003370,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,,,Nordovirus,Nordovirus segetivicinum
BK014009,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,,,Skrubnovirus,Skrubnovirus agrihabitans
CASDWV010002629,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,,,Skrubnovirus,Skrubnovirus chthonovivens
CASDWV010000754,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,,,Skrubnovirus,Skrubnovirus edaphenecus
CASDWV010003054,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,,,Skrubnovirus,Skrubnovirus humihabitans
CASDWV010002852,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,,,Skrubnovirus,Skrubnovirus segeticola
MN532588,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Betabotoulivirus,Betabotoulivirus alphaplasmoparae
MN532589,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Betabotoulivirus,Betabotoulivirus betaplasmoparae
MN532639,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Betabotoulivirus,Betabotoulivirus deltaplasmoparae
MF375889,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Betabotoulivirus,Betabotoulivirus entoleucae
MN532640,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Betabotoulivirus,Betabotoulivirus epsilonplasmoparae
MN532642,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Betabotoulivirus,Betabotoulivirus etaplasmoparae
MN532591,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Betabotoulivirus,Betabotoulivirus gammaplasmoparae
MK584848,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Betabotoulivirus,Betabotoulivirus phaeoacremonium
MN532647,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Betabotoulivirus,Betabotoulivirus thetaplasmoparae
MN532641,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Betabotoulivirus,Betabotoulivirus zetaplasmoparae
MN532621,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Betascleroulivirus,Betascleroulivirus alphaplasmoparae
MN532622,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Betascleroulivirus,Betascleroulivirus betaplasmoparae
MN605476,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Betascleroulivirus,Betascleroulivirus botrytidis
MN532625,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Betascleroulivirus,Betascleroulivirus deltaplasmoparae
MN532626,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Betascleroulivirus,Betascleroulivirus epsilonplasmoparae
MN532628,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Betascleroulivirus,Betascleroulivirus etaplasmoparae
MN532624,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Betascleroulivirus,Betascleroulivirus gammaplasmoparae
MN532630,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales,Botourmiaviridae,Betascleroulivirus,Betascleroulivirus iotaplasmoparae
