Order	Family	Subfamily	Genus	Virus name (s)	Virus GENBANK accession	Baltimore Group	Virus sequence complete	Genetic code table	Taxonomic grouping
Mononegavirales	Rhabdoviridae	Betarhabdovirinae	Alphacytorhabdovirus	Utricularia alphacytorhabdovirus 1	BK064301	V	Coding-complete genome	1	Rhabdoviridae
Mononegavirales	Rhabdoviridae	Betarhabdovirinae	Alphacytorhabdovirus	Wurfbainia alphacytorhabdovirus 1	BK064303	V	Coding-complete genome	1	Rhabdoviridae
Mononegavirales	Rhabdoviridae	Betarhabdovirinae	Alphacytorhabdovirus	Zea alphacytorhabdovirus 1	BK064304	V	Coding-complete genome	1	Rhabdoviridae
Mononegavirales	Rhabdoviridae	Betarhabdovirinae	Alphagymnorhavirus	Abies virus 1	BK061731	V	Coding-complete genome	1	Rhabdoviridae
Mononegavirales	Rhabdoviridae	Betarhabdovirinae	Alphagymnorhavirus	Amentotaxus virus 1	BK061736	V	Coding-complete genome	1	Rhabdoviridae
Mononegavirales	Rhabdoviridae	Betarhabdovirinae	Alphagymnorhavirus	Cupressus virus 1	BK061763	V	Coding-complete genome	1	Rhabdoviridae
Mononegavirales	Rhabdoviridae	Betarhabdovirinae	Alphagymnorhavirus	Picea virus 1	BK061792	V	Coding-complete genome	1	Rhabdoviridae
Mononegavirales	Rhabdoviridae	Betarhabdovirinae	Alphagymnorhavirus	Pinus banksiana virus 1	BK061793	V	Coding-complete genome	1	Rhabdoviridae
Mononegavirales	Rhabdoviridae	Betarhabdovirinae	Alphagymnorhavirus	Pinus flexilis virus 1	BK014316	V	Coding-complete genome	1	Rhabdoviridae
Mononegavirales	Rhabdoviridae	Betarhabdovirinae	Alphagymnorhavirus	Pinis yunannensis virus 1	BK061794	V	Coding-complete genome	1	Rhabdoviridae
Mononegavirales	Rhabdoviridae	Betarhabdovirinae	Alphagymnorhavirus	Sciadopitys virus 1	BK061804	V	Coding-complete genome	1	Rhabdoviridae
Mononegavirales	Rhabdoviridae	Betarhabdovirinae	Alphagymnorhavirus	Taxus virus 1	BK061817	V	Coding-complete genome	1	Rhabdoviridae
Mononegavirales	Rhabdoviridae	Betarhabdovirinae	Alphanucleorhabdovirus	Agave tequilana virus 1	BK014297	V	Coding-complete genome	1	Rhabdoviridae
Mononegavirales	Rhabdoviridae	Betarhabdovirinae	Alphanucleorhabdovirus	Artemisia capillaris nucleorhabdovirus 1	OM372677	V	Coding-complete genome	1	Rhabdoviridae
Mononegavirales	Rhabdoviridae	Betarhabdovirinae	Alphanucleorhabdovirus	babaco nucleorhabdovirus 1	OQ256237	V	Complete genome	1	Rhabdoviridae
Mononegavirales	Rhabdoviridae	Betarhabdovirinae	Alphanucleorhabdovirus	taro vein chlorosis virus	AY674964	V	Complete genome	1	Rhabdoviridae
Mononegavirales	Rhabdoviridae	Betarhabdovirinae	Alphanucleorhabdovirus	constricta yellow dwarf virus	KY549567	V	Complete genome	1	Rhabdoviridae
Mononegavirales	Rhabdoviridae	Betarhabdovirinae	Alphanucleorhabdovirus	joa yellow blotch associated virus	MW014292	V	Complete genome	1	Rhabdoviridae
Mononegavirales	Rhabdoviridae	Betarhabdovirinae	Alphanucleorhabdovirus	tomato alphanucleorhabdovirus 1	OL472126	V	Coding-complete genome	1	Rhabdoviridae
Mononegavirales	Rhabdoviridae	Betarhabdovirinae	Alphanucleorhabdovirus	maize mosaic virus	AY618418	V	Complete genome	1	Rhabdoviridae
Mononegavirales	Rhabdoviridae	Betarhabdovirinae	Alphanucleorhabdovirus	eggplant mottled dwarf virus	KJ082087	V	Complete genome	1	Rhabdoviridae
Mononegavirales	Rhabdoviridae	Betarhabdovirinae	Alphanucleorhabdovirus	Morogoro maize-associated virus	MK063878	V	Complete genome	1	Rhabdoviridae
Mononegavirales	Rhabdoviridae	Betarhabdovirinae	Alphanucleorhabdovirus	rice yellow stunt virus	AB011257	V	Complete genome	1	Rhabdoviridae
Mononegavirales	Rhabdoviridae	Betarhabdovirinae	Alphanucleorhabdovirus	rice transitory yellowing virus	AB516283	V	Complete genome	1	Rhabdoviridae
Mononegavirales	Rhabdoviridae	Betarhabdovirinae	Alphanucleorhabdovirus	Physostegia chlorotic mottle virus	KX636164	V	Complete genome	1	Rhabdoviridae
Mononegavirales	Rhabdoviridae	Betarhabdovirinae	Alphanucleorhabdovirus	peach virus 1	MN520414	V	Complete genome	1	Rhabdoviridae
Mononegavirales	Rhabdoviridae	Betarhabdovirinae	Alphanucleorhabdovirus	wheat yellow striate virus	MG604920	V	Complete genome	1	Rhabdoviridae
Mononegavirales	Rhabdoviridae	Betarhabdovirinae	Alphanucleorhabdovirus	potato yellow dwarf virus	GU734660	V	Complete genome	1	Rhabdoviridae
Mononegavirales	Rhabdoviridae	Betarhabdovirinae	Alphanucleorhabdovirus	Xinjiang alphanucleorhabdovirus	MW897039	V	Coding-complete genome	1	Rhabdoviridae
Mononegavirales	Rhabdoviridae	Betarhabdovirinae	Alphanucleorhabdovirus	maize Iranian mosaic virus	MF102281	V	Complete genome	1	Rhabdoviridae
Mononegavirales	Rhabdoviridae	Betarhabdovirinae	Betacytorhabdovirus	Betula betacytorhabdovirus 1	BK064307	V	Coding-complete genome	1	Rhabdoviridae
Mononegavirales	Rhabdoviridae	Betarhabdovirinae	Betacytorhabdovirus	cucurbit cytorhabdovirus 1	MT381995	V	Complete genome	1	Rhabdoviridae
Mononegavirales	Rhabdoviridae	Betarhabdovirinae	Betacytorhabdovirus	rose virus R	MT952336	V	Complete genome	1	Rhabdoviridae
Mononegavirales	Rhabdoviridae	Betarhabdovirinae	Betacytorhabdovirus	peat soil-associated betacytorhabdovirus 1	BK064330	V	Coding-complete genome	1	Rhabdoviridae
Mononegavirales	Rhabdoviridae	Betarhabdovirinae	Betacytorhabdovirus	Zanthoxylum betacytorhabdovirus 1	BK064342	V	Coding-complete genome	1	Rhabdoviridae
Mononegavirales	Rhabdoviridae	Betarhabdovirinae	Betacytorhabdovirus	Anthurium amnicola virus 1	BK014302	V	Coding-complete genome	1	Rhabdoviridae
Mononegavirales	Rhabdoviridae	Betarhabdovirinae	Betacytorhabdovirus	Aristolochia-associated cytorhabdovirus	OR090884	V	Complete genome	1	Rhabdoviridae
Mononegavirales	Rhabdoviridae	Betarhabdovirinae	Betacytorhabdovirus	Artemisia betacytorhabdovirus 1	BK064305	V	Coding-complete genome	1	Rhabdoviridae
Mononegavirales	Rhabdoviridae	Betarhabdovirinae	Betacytorhabdovirus	Begonia betacytorhabdovirus 1	BK064306	V	Coding-complete genome	1	Rhabdoviridae
Mononegavirales	Rhabdoviridae	Betarhabdovirinae	Betacytorhabdovirus	Bemisia tabaci-associated virus 1	BK014303	V	Coding-complete genome	1	Rhabdoviridae
Mononegavirales	Rhabdoviridae	Betarhabdovirinae	Betacytorhabdovirus	Betula betacytorhabdovirus 2	BK064308	V	Coding-complete genome	1	Rhabdoviridae
Mononegavirales	Rhabdoviridae	Betarhabdovirinae	Betacytorhabdovirus	Cucurbita betacytorhabdovirus 1	BK064312	V	Coding-complete genome	1	Rhabdoviridae
Mononegavirales	Rhabdoviridae	Betarhabdovirinae	Betacytorhabdovirus	rose-associated cytorhabdovirus	ON762421	V	Complete genome	1	Rhabdoviridae
Mononegavirales	Rhabdoviridae	Betarhabdovirinae	Betacytorhabdovirus	peat soil-associated betacytorhabdovirus 2	BK064331	V	Coding-complete genome	1	Rhabdoviridae
Mononegavirales	Rhabdoviridae	Betarhabdovirinae	Betacytorhabdovirus	Zanthoxylum betacytorhabdovirus 2	BK064343	V	Coding-complete genome	1	Rhabdoviridae
Mononegavirales	Rhabdoviridae	Betarhabdovirinae	Betacytorhabdovirus	Bouteloa betacytorhabdovirus 1	BK064309	V	Coding-complete genome	1	Rhabdoviridae
Mononegavirales	Rhabdoviridae	Betarhabdovirinae	Betacytorhabdovirus	paper mulberry mosaic-associated virus	MN872813	V	Complete genome	1	Rhabdoviridae
Mononegavirales	Rhabdoviridae	Betarhabdovirinae	Betacytorhabdovirus	papaya virus E	MH282832	V	Complete genome	1	Rhabdoviridae
Mononegavirales	Rhabdoviridae	Betarhabdovirinae	Betacytorhabdovirus	chrysanthemum betacytorhabdovirus 1	BK064310	V	Coding-complete genome	1	Rhabdoviridae
Mononegavirales	Rhabdoviridae	Betarhabdovirinae	Betacytorhabdovirus	Colocasia bobone disease-associated virus	KT381973	V	Complete genome	1	Rhabdoviridae
Mononegavirales	Rhabdoviridae	Betarhabdovirinae	Betacytorhabdovirus	Corylus betacytorhabdovirus 1	BK064311	V	Coding-complete genome	1	Rhabdoviridae
Mononegavirales	Rhabdoviridae	Betarhabdovirinae	Betacytorhabdovirus	Cypripedium betacytorhabdovirus 1	BK064313	V	Coding-complete genome	1	Rhabdoviridae
Mononegavirales	Rhabdoviridae	Betarhabdovirinae	Betacytorhabdovirus	Dioscorea rotundata virus 1	ON924784	V	Coding-complete genome	1	Rhabdoviridae
Mononegavirales	Rhabdoviridae	Betarhabdovirinae	Betacytorhabdovirus	Dryobalanops betacytorhabdovirus 1	BK064314	V	Coding-complete genome	1	Rhabdoviridae
Mononegavirales	Rhabdoviridae	Betarhabdovirinae	Betacytorhabdovirus	Durio betacytorhabdovirus 1	BK064315	V	Coding-complete genome	1	Rhabdoviridae
Mononegavirales	Rhabdoviridae	Betarhabdovirinae	Betacytorhabdovirus	yerba mate chlorosis-associated virus	KY366322	V	Complete genome	1	Rhabdoviridae
Mononegavirales	Rhabdoviridae	Betarhabdovirinae	Betacytorhabdovirus	Zanthoxylum betacytorhabdovirus 3	BK064344	V	Coding-complete genome	1	Rhabdoviridae
Mononegavirales	Rhabdoviridae	Betarhabdovirinae	Betacytorhabdovirus	Gleditsia betacytorhabdovirus 1	BK064316	V	Coding-complete genome	1	Rhabdoviridae
Mononegavirales	Rhabdoviridae	Betarhabdovirinae	Betacytorhabdovirus	soybean blotchy mosaic virus	OM681518	V	Complete genome	1	Rhabdoviridae
Mononegavirales	Rhabdoviridae	Betarhabdovirinae	Betacytorhabdovirus	Glycyrrhiza betacytorhabdovirus 1	BK064317	V	Coding-complete genome	1	Rhabdoviridae
Mononegavirales	Rhabdoviridae	Betarhabdovirinae	Betacytorhabdovirus	northern cereal mosaic virus	AB030277	V	Complete genome	1	Rhabdoviridae
Mononegavirales	Rhabdoviridae	Betarhabdovirinae	Betacytorhabdovirus	Hepatica betacytorhabdovirus 1	BK064318	V	Coding-complete genome	1	Rhabdoviridae
Mononegavirales	Rhabdoviridae	Betarhabdovirinae	Betacytorhabdovirus	barley yellow striate mosaic virus	KM213865	V	Complete genome	1	Rhabdoviridae
Mononegavirales	Rhabdoviridae	Betarhabdovirinae	Betacytorhabdovirus	Howea betacytorhabdovirus 1	BK064319	V	Coding-complete genome	1	Rhabdoviridae
Mononegavirales	Rhabdoviridae	Betarhabdovirinae	Betacytorhabdovirus	Ipomoea betacytorhabdovirus 1	BK064320	V	Coding-complete genome	1	Rhabdoviridae
Mononegavirales	Rhabdoviridae	Betarhabdovirinae	Betacytorhabdovirus	Ixeris denticulata-associated rhabdovirus	OQ927981	V	Complete genome	1	Rhabdoviridae
Mononegavirales	Rhabdoviridae	Betarhabdovirinae	Betacytorhabdovirus	Justicia betacytorhabdovirus 1	BK064321	V	Coding-complete genome	1	Rhabdoviridae
Mononegavirales	Rhabdoviridae	Betarhabdovirinae	Betacytorhabdovirus	Kobresia betacytorhabdovirus 1	BK064322	V	Coding-complete genome	1	Rhabdoviridae
Mononegavirales	Rhabdoviridae	Betarhabdovirinae	Betacytorhabdovirus	Leucadendron betacytorhabdovirus 1	BK064323	V	Coding-complete genome	1	Rhabdoviridae
Mononegavirales	Rhabdoviridae	Betarhabdovirinae	Betacytorhabdovirus	goji cytorhabdovirus A	OR489165	V	Complete genome	1	Rhabdoviridae
Mononegavirales	Rhabdoviridae	Betarhabdovirinae	Betacytorhabdovirus	mango betacytorhabdovirus 1	BK064325	V	Coding-complete genome	1	Rhabdoviridae
Mononegavirales	Rhabdoviridae	Betarhabdovirinae	Betacytorhabdovirus	maize-associated cytorhabdovirus	KY965147	V	Coding-complete genome	1	Rhabdoviridae
Mononegavirales	Rhabdoviridae	Betarhabdovirinae	Betacytorhabdovirus	maize yellow striate virus	KY884303	V	Complete genome	1	Rhabdoviridae
Mononegavirales	Rhabdoviridae	Betarhabdovirinae	Betacytorhabdovirus	Morus betacytorhabdovirus 1	BK064326	V	Coding-complete genome	1	Rhabdoviridae
Mononegavirales	Rhabdoviridae	Betarhabdovirinae	Betacytorhabdovirus	Nitraria betacytorhabdovirus 1	BK064327	V	Coding-complete genome	1	Rhabdoviridae
Mononegavirales	Rhabdoviridae	Betarhabdovirinae	Betacytorhabdovirus	rice stripe mosaic virus	KX525586	V	Complete genome	1	Rhabdoviridae
Mononegavirales	Rhabdoviridae	Betarhabdovirinae	Betacytorhabdovirus	Panicum betacytorhabdovirus 1	BK064328	V	Coding-complete genome	1	Rhabdoviridae
Mononegavirales	Rhabdoviridae	Betarhabdovirinae	Betacytorhabdovirus	Passiflora betacytorhabdovirus 1	BK064329	V	Coding-complete genome	1	Rhabdoviridae
Mononegavirales	Rhabdoviridae	Betarhabdovirinae	Betacytorhabdovirus	Pentaphragma betacytorhabdovirus 1	BK064332	V	Coding-complete genome	1	Rhabdoviridae
Mononegavirales	Rhabdoviridae	Betarhabdovirinae	Betacytorhabdovirus	Phellodendron betacytorhabdovirus 1	BK064333	V	Coding-complete genome	1	Rhabdoviridae
Mononegavirales	Rhabdoviridae	Betarhabdovirinae	Betacytorhabdovirus	Populus betacytorhabdovirus 1	BK064334	V	Coding-complete genome	1	Rhabdoviridae
Mononegavirales	Rhabdoviridae	Betarhabdovirinae	Betacytorhabdovirus	Pueraria betacytorhabdovirus 1	BK064335	V	Coding-complete genome	1	Rhabdoviridae
Mononegavirales	Rhabdoviridae	Betarhabdovirinae	Betacytorhabdovirus	pear rhabdovirus 1	PP512586	V	Coding-complete genome	1	Rhabdoviridae
Mononegavirales	Rhabdoviridae	Betarhabdovirinae	Betacytorhabdovirus	Rudbeckia virus 1	ON185810	V	Complete genome	1	Rhabdoviridae
Mononegavirales	Rhabdoviridae	Betarhabdovirinae	Betacytorhabdovirus	Schiedea betacytorhabdovirus 1	BK064338	V	Coding-complete genome	1	Rhabdoviridae
Mononegavirales	Rhabdoviridae	Betarhabdovirinae	Betacytorhabdovirus	Sesamum betacytorhabdovirus 1	BK064336	V	Coding-complete genome	1	Rhabdoviridae
Mononegavirales	Rhabdoviridae	Betarhabdovirinae	Betacytorhabdovirus	Sophora betacytorhabdovirus 1	BK064339	V	Coding-complete genome	1	Rhabdoviridae
Mononegavirales	Rhabdoviridae	Betarhabdovirinae	Betacytorhabdovirus	Tagetes erecta virus 1	BK014308	V	Coding-complete genome	1	Rhabdoviridae
Mononegavirales	Rhabdoviridae	Betarhabdovirinae	Betacytorhabdovirus	Tilia cytorhabdovirus 1	OX411436	V	Coding-complete genome	1	Rhabdoviridae
Mononegavirales	Rhabdoviridae	Betarhabdovirinae	Betacytorhabdovirus	Trifolium betacytorhabdovirus 1	BK064340	V	Coding-complete genome	1	Rhabdoviridae
Mononegavirales	Rhabdoviridae	Betarhabdovirinae	Betacytorhabdovirus	Vicia betacytorhabdovirus 1	BK064341	V	Coding-complete genome	1	Rhabdoviridae
Mononegavirales	Rhabdoviridae	Betarhabdovirinae	Betacytorhabdovirus	yerba mate virus A	MN781667	V	Complete genome	1	Rhabdoviridae
Mononegavirales	Rhabdoviridae	Betarhabdovirinae	Betagymnorhavirus	Torreya virus 1	BK061818	V	Coding-complete genome	1	Rhabdoviridae
Mononegavirales	Rhabdoviridae	Betarhabdovirinae	Betanucleorhabdovirus	tomato betanucleorhabdovirus 1	OL472119	V	Coding-complete genome	1	Rhabdoviridae
Mononegavirales	Rhabdoviridae	Betarhabdovirinae	Betanucleorhabdovirus	Sambucus betanucleorhabdovirus 1	PP711309	V	Complete genome	1	Rhabdoviridae
Mononegavirales	Rhabdoviridae	Betarhabdovirinae	Betanucleorhabdovirus	Alpinia vein streaking virus	OQ538192	V	Coding-complete genome	1	Rhabdoviridae
Mononegavirales	Rhabdoviridae	Betarhabdovirinae	Betanucleorhabdovirus	Asclepias syriaca virus 2	BK014299	V	Coding-complete genome	1	Rhabdoviridae
Mononegavirales	Rhabdoviridae	Betarhabdovirinae	Betanucleorhabdovirus	Bacopa monnieri virus 2	BK014480	V	Coding-complete genome	1	Rhabdoviridae
Mononegavirales	Rhabdoviridae	Betarhabdovirinae	Betanucleorhabdovirus	beet betanucleorhabdovirus 1	OR227650	V	Coding-complete genome	1	Rhabdoviridae
Mononegavirales	Rhabdoviridae	Betarhabdovirinae	Betanucleorhabdovirus	tomato betanucleorhabdovirus 2	OL472114	V	Coding-complete genome	1	Rhabdoviridae
Mononegavirales	Rhabdoviridae	Betarhabdovirinae	Betanucleorhabdovirus	Sambucus betanucleorhabdovirus 2	PP711310	V	Complete genome	1	Rhabdoviridae
Mononegavirales	Rhabdoviridae	Betarhabdovirinae	Betanucleorhabdovirus	cardamom vein clearing virus	MN273311	V	Coding-complete genome	1	Rhabdoviridae
Mononegavirales	Rhabdoviridae	Betarhabdovirinae	Betanucleorhabdovirus	Cnidium virus 1	MZ983390	V	Complete genome	1	Rhabdoviridae
Mononegavirales	Rhabdoviridae	Betarhabdovirinae	Betanucleorhabdovirus	Datura yellow vein virus	KM823531	V	Complete genome	1	Rhabdoviridae
Mononegavirales	Rhabdoviridae	Betarhabdovirinae	Betanucleorhabdovirus	Sambucus betanucleorhabdovirus 4	PP711315	V	Coding-complete genome	1	Rhabdoviridae
Mononegavirales	Rhabdoviridae	Betarhabdovirinae	Betanucleorhabdovirus	Sambucus betanucleorhabdovirus 5	PP711313	V	Coding-complete genome	1	Rhabdoviridae
Mononegavirales	Rhabdoviridae	Betarhabdovirinae	Betanucleorhabdovirus	Sambucus betanucleorhabdovirus 3	PP711317	V	Complete genome	1	Rhabdoviridae
Mononegavirales	Rhabdoviridae	Betarhabdovirinae	Betanucleorhabdovirus	birds-foot trefoil-associated virus	BK010826	V	Complete genome	1	Rhabdoviridae
Mononegavirales	Rhabdoviridae	Betarhabdovirinae	Betanucleorhabdovirus	apple rootstock virus A	MH778545	V	Complete genome	1	Rhabdoviridae
Mononegavirales	Rhabdoviridae	Betarhabdovirinae	Betanucleorhabdovirus	alfalfa-associated nucleorhabdovirus	MG948563	V	Complete genome	1	Rhabdoviridae
Mononegavirales	Rhabdoviridae	Betarhabdovirinae	Betanucleorhabdovirus	Paris yunnanensis rhabdovirus 1	OL439478	V	Complete genome	1	Rhabdoviridae
Mononegavirales	Rhabdoviridae	Betarhabdovirinae	Betanucleorhabdovirus	Picris betanucleorhabdvirus 1	OL472117	V	Coding-complete genome	1	Rhabdoviridae
Mononegavirales	Rhabdoviridae	Betarhabdovirinae	Betanucleorhabdovirus	Plectranthus aromaticus virus 1	BK014300	V	Coding-complete genome	1	Rhabdoviridae
Mononegavirales	Rhabdoviridae	Betarhabdovirinae	Betanucleorhabdovirus	Sonchus yellow net virus	L32603	V	Complete genome	1	Rhabdoviridae
Mononegavirales	Rhabdoviridae	Betarhabdovirinae	Betanucleorhabdovirus	Rhododendon delavayi virus 1	BK014301	V	Coding-complete genome	1	Rhabdoviridae
Mononegavirales	Rhabdoviridae	Betarhabdovirinae	Betanucleorhabdovirus	blackcurrant-associated rhabdovirus	MF543022	V	Complete genome	1	Rhabdoviridae
Mononegavirales	Rhabdoviridae	Betarhabdovirinae	Betanucleorhabdovirus	Taraxacum betanucleorhabdvirus 1	OL472118	V	Coding-complete genome	1	Rhabdoviridae
Mononegavirales	Rhabdoviridae	Betarhabdovirinae	Betanucleorhabdovirus	sowthistle yellow vein virus	MT185675	V	Complete genome	1	Rhabdoviridae
Mononegavirales	Rhabdoviridae	Betarhabdovirinae	Betanucleorhabdovirus	Zhuye pepper nucleorhabdovirus	MH323437	V	Complete genome	1	Rhabdoviridae
Mononegavirales	Rhabdoviridae	Betarhabdovirinae	Deltanucleorhabdovirus	Strawberry virus 3	MW503935	V	Complete genome	1	Rhabdoviridae
Mononegavirales	Rhabdoviridae	Betarhabdovirinae	Deltanucleorhabdovirus	Medicago sativa virus 1	ON246246	V	Coding-complete genome	1	Rhabdoviridae
Mononegavirales	Rhabdoviridae	Betarhabdovirinae	Dichorhavirus	citrus bright spot virus	MZ773933	V	Complete genome	1	Rhabdoviridae
Mononegavirales	Rhabdoviridae	Betarhabdovirinae	Gammacytorhabdovirus	Cuscuta gammacytorhabdovirus 1	BK064349	V	Coding-complete genome	1	Rhabdoviridae
Mononegavirales	Rhabdoviridae	Betarhabdovirinae	Gammacytorhabdovirus	Fraxinus gammacytorhabdovirus 1	BK064353	V	Coding-complete genome	1	Rhabdoviridae
Mononegavirales	Rhabdoviridae	Betarhabdovirinae	Gammacytorhabdovirus	celery gammacytorhabdovirus 1	BK064347	V	Coding-complete genome	1	Rhabdoviridae
Mononegavirales	Rhabdoviridae	Betarhabdovirinae	Gammacytorhabdovirus	Argyranthemum gammacytorhabdovirus 1	BK064345	V	Coding-complete genome	1	Rhabdoviridae
Mononegavirales	Rhabdoviridae	Betarhabdovirinae	Gammacytorhabdovirus	Cuscuta gammacytorhabdovirus 2	BK064350	V	Coding-complete genome	1	Rhabdoviridae
Mononegavirales	Rhabdoviridae	Betarhabdovirinae	Gammacytorhabdovirus	Fraxinus gammacytorhabdovirus 2	BK064354	V	Coding-complete genome	1	Rhabdoviridae
Mononegavirales	Rhabdoviridae	Betarhabdovirinae	Gammacytorhabdovirus	Coptis gammacytorhabdovirus 1	BK064348	V	Coding-complete genome	1	Rhabdoviridae
Mononegavirales	Rhabdoviridae	Betarhabdovirinae	Gammacytorhabdovirus	Cypripedium gammacytorhabdovirus 1	BK064351	V	Coding-complete genome	1	Rhabdoviridae
Mononegavirales	Rhabdoviridae	Betarhabdovirinae	Gammacytorhabdovirus	carrot gammacytorhabdovirus 1	BK064346	V	Coding-complete genome	1	Rhabdoviridae
Mononegavirales	Rhabdoviridae	Betarhabdovirinae	Gammacytorhabdovirus	Epipactis gammacytorhabdovirus 1	BK064352	V	Coding-complete genome	1	Rhabdoviridae
Mononegavirales	Rhabdoviridae	Betarhabdovirinae	Gammacytorhabdovirus	Gymnadenia densiflora virus 1	BK014305	V	Coding-complete genome	1	Rhabdoviridae
Mononegavirales	Rhabdoviridae	Betarhabdovirinae	Gammacytorhabdovirus	Helisoperma gammacytorhabdovirus 1	BK064355	V	Coding-complete genome	1	Rhabdoviridae
Mononegavirales	Rhabdoviridae	Betarhabdovirinae	Gammacytorhabdovirus	Hibiscus gammacytorhabdovirus 1	BK064356	V	Coding-complete genome	1	Rhabdoviridae
Mononegavirales	Rhabdoviridae	Betarhabdovirinae	Gammacytorhabdovirus	Lonas gammacytorhabdovirus 1	BK064357	V	Coding-complete genome	1	Rhabdoviridae
Mononegavirales	Rhabdoviridae	Betarhabdovirinae	Gammacytorhabdovirus	Lupinus gammacytorhabdovirus 1	BK064358	V	Coding-complete genome	1	Rhabdoviridae
Mononegavirales	Rhabdoviridae	Betarhabdovirinae	Gammacytorhabdovirus	Rhopalocnemis gammacytorhabdovirus 1	BK064359	V	Coding-complete genome	1	Rhabdoviridae
Mononegavirales	Rhabdoviridae	Betarhabdovirinae	Gammacytorhabdovirus	Silene gammacytorhabdovirus 1	BK064360	V	Coding-complete genome	1	Rhabdoviridae
Mononegavirales	Rhabdoviridae	Betarhabdovirinae	Gammacytorhabdovirus	Trachyspermum ammi virus 1	BK014309	V	Coding-complete genome	1	Rhabdoviridae
Mononegavirales	Rhabdoviridae	Betarhabdovirinae	Gammanucleorhabdovirus	cereal chlorotic mottle virus	MW731536	V	Complete genome	1	Rhabdoviridae
Mononegavirales	Rhabdoviridae	Betarhabdovirinae	Gammanucleorhabdovirus	maize fine streak virus	AY618417	V	Complete genome	1	Rhabdoviridae
Mononegavirales	Rhabdoviridae	Betarhabdovirinae	Varicosavirus	tree fern varicosa-like virus	OW528630	V	Coding-complete genome	1	Rhabdoviridae
Mononegavirales	Rhabdoviridae	Deltarhabdovirinae	Alphacrustrhavirus	mink stool-associated rhabdovirus	PQ182562	V	Coding-complete genome	1	Rhabdoviridae
Mononegavirales	Rhabdoviridae	Deltarhabdovirinae	Alphacrustrhavirus	Wenling crustacean virus 10	KX884450	V	Coding-complete genome	1	Rhabdoviridae
Mononegavirales	Rhabdoviridae	Deltarhabdovirinae	Alphacrustrhavirus	Wenling crustacean virus 11	KX884456	V	Coding-complete genome	1	Rhabdoviridae
Mononegavirales	Rhabdoviridae	Deltarhabdovirinae	Alphadrosrhavirus	Wuhan house fly virus 2	KM817649	V	Coding-complete genome	1	Rhabdoviridae
Mononegavirales	Rhabdoviridae	Deltarhabdovirinae	Alphadrosrhavirus	Shayang fly virus 3	KM817636	V	Coding-complete genome	1	Rhabdoviridae
Mononegavirales	Rhabdoviridae	Deltarhabdovirinae	Alphahymrhavirus	hymenopteran rhabdo-related virus 38	MT153454	V	Coding-complete genome	1	Rhabdoviridae
Mononegavirales	Rhabdoviridae	Deltarhabdovirinae	Alphahymrhavirus	Lariophagus distinguendus negative-strand RNA virus 1	MW864604	V	Coding-complete genome	1	Rhabdoviridae
Mononegavirales	Rhabdoviridae	Deltarhabdovirinae	Alphahymrhavirus	Ectemnius rhabdovirus	BK063699	V	Coding-complete genome	1	Rhabdoviridae
Mononegavirales	Rhabdoviridae	Deltarhabdovirinae	Alphahymrhavirus	electric ant rhabdovirus	OP518027	V	Coding-complete genome	1	Rhabdoviridae
Mononegavirales	Rhabdoviridae	Deltarhabdovirinae	Alphahymrhavirus	hymenopteran rhabdo-related virus 109	MT153372	V	Coding-complete genome	1	Rhabdoviridae
Mononegavirales	Rhabdoviridae	Deltarhabdovirinae	Alphahymrhavirus	Lasius neglectus rhabdovirus	MH477288	V	Complete genome	1	Rhabdoviridae
Mononegavirales	Rhabdoviridae	Deltarhabdovirinae	Alphahymrhavirus	hymenopteran rhabdo-related virus 46	MW314718	V	Coding-complete genome	1	Rhabdoviridae
Mononegavirales	Rhabdoviridae	Deltarhabdovirinae	Alphahymrhavirus	Xiangshan rhabdo-like virus 3	OK491501	V	Coding-complete genome	1	Rhabdoviridae
Mononegavirales	Rhabdoviridae	Deltarhabdovirinae	Betahymrhavirus	hymenopteran rhabdo-related virus 23	MW314717	V	Coding-complete genome	1	Rhabdoviridae
Mononegavirales	Rhabdoviridae	Deltarhabdovirinae	Betahymrhavirus	hymenopteran rhabdo-related virus 24	MW039260	V	Coding-complete genome	1	Rhabdoviridae
Mononegavirales	Rhabdoviridae	Deltarhabdovirinae	Betahymrhavirus	Xiangshan rhabdo-like virus 4	OK491502	V	Coding-complete genome	1	Rhabdoviridae
Mononegavirales	Rhabdoviridae	Deltarhabdovirinae	Betanemrhavirus	Hubei rhabdo-like virus 9	KX884448	V	Coding-complete genome	1	Rhabdoviridae
Mononegavirales	Rhabdoviridae	Deltarhabdovirinae	Betanemrhavirus	Shayang ascaridia galli virus 2	KX884414	V	Coding-complete genome	1	Rhabdoviridae
Mononegavirales	Rhabdoviridae	Deltarhabdovirinae	Betapaprhavirus	Spodoptera frugiperda rhabdovirus	KF947078	V	Coding-complete genome	1	Rhabdoviridae
Mononegavirales	Rhabdoviridae	Deltarhabdovirinae	Betapaprhavirus	lepidopteran rhabdo-related virus 34	MT153466	V	Coding-complete genome	1	Rhabdoviridae
Mononegavirales	Rhabdoviridae	Deltarhabdovirinae	Betaricinrhavirus	Chimay rhabdovirus	MF975531	V	Coding-complete genome	1	Rhabdoviridae
Mononegavirales	Rhabdoviridae	Deltarhabdovirinae	Betaricinrhavirus	Mudanjiang rhabd tick virus 1	ON746525	V	Coding-complete genome	1	Rhabdoviridae
