Order	Family	Subfamily	Genus	Virus name (s)	Virus GENBANK accession	Baltimore Group	Virus sequence complete	Genetic code table	Taxonomic grouping
	Winoviridae		Pippivirus	Flavobacterium phage vB_FspM_lotta8-1	MN812203	I	Complete genome	1	Winoviridae
	Xigoviridae		Ispindelvirus	Danakil Halobacteriales spindle-shaped virus 1	PQ827552	I	Complete genome	1	Xigoviridae
Mononegavirales	Xinmoviridae		Alasvirus	Húběi diptera virus 11	KX884430	V	Coding-complete genome	1	Xinmoviridae
Mononegavirales	Xinmoviridae		Anphevirus	Xīnchéng mosquito virus	KM817661	V	Coding-complete genome	1	Xinmoviridae
Yadokarivirales	Yadokariviridae		Alphayadokarivirus	yado-kari virus 1	LC006253	IV	Complete genome	1	Yadokariviridae
Yadokarivirales	Yadokariviridae		Alphayadokarivirus	Aspergillus foetidus slow virus 2	HE588148	IV	Complete genome	1	Yadokariviridae
Ghabrivirales	Yadonushiviridae		Yadonushivirus	Yado-nushi virus 1	LC061478	III	Complete genome	1	Yadonushiviridae
	Yamazakiviridae		Kodayamazakivirus	Aeropyrum pernix spindle-shaped virus 1	HE580238	I	Complete genome	1	Yamazakiviridae
Juravirales	Yangangviridae		Mathaucavirus	Nitrososphaeria virus YSH_922147	ON649701	I	Complete genome	1	Yangangviridae
Juravirales	Yangangviridae		Nohelivirus	Nitrososphaeria virus YSH_462411	ON649699	I	Complete genome	1	Yangangviridae
Juravirales	Yanlukaviridae		Sweetvirus	Nitrososphaeria virus YSH_1032793	ON649698	I	Complete genome	1	Yanlukaviridae
	Yaraviridae		Yaravirus	Yaravirus	MT293574	I	Complete genome	1	Yaraviridae
Goujianvirales	Yueviridae		Yuyuevirus	Běihǎi sesarmid crab virus 3	S1: KX884032	V	Coding-complete genome	1	Yueviridae
Goujianvirales	Yueviridae		Yuyuevirus	Shāhé yuevirus-like virus 1	S1: KX884034	V	Coding-complete genome	1	Yueviridae
	Zierdtviridae	Emilbogenvirinae	Commandariavirus	Gordonia phage Commandaria	OQ709208	I	Complete genome	1	Zierdtviridae
	Zierdtviridae	Emilbogenvirinae	Foxborovirus	Gordonia phage Emianna	MH779501	I	Complete genome	1	Zierdtviridae
	Zimmerviridae	Jacobvirinae	Alegriavirus	Escherichia phage 2B8	LR595859	I	Complete genome	1	Zimmerviridae
	Zimmerviridae	Jacobvirinae	Bievrevirus	Escherichia phage 4A7	LR595864	I	Complete genome	1	Zimmerviridae
	Zobellviridae	Cobavirinae	Siovirus	Roseobacter phage SIO1	AF189021	I	Complete genome	1	Zobellviridae
	Zobellviridae	Cobavirinae	Siovirus	Celeribacter phage P12053L	JQ809650	I	Complete genome	1	Zobellviridae
